"k=2"
1 1.0 0.067641527 10
1 2.0 0.010180382 25
1 3.0 0.012358705000000001 39
1 4.0 0.015727349 53
1 5.0 0.020416112 67
1 6.0 0.021035069 81
1 7.0 0.023880719 95
1 8.0 0.026820535000000003 109
1 9.0 0.029957254000000003 123
1 10.0 0.036315713 137
1 11.0 0.029691389000000002 151
1 12.0 0.035229387 165
1 13.0 0.03327894 179
1 14.0 0.028220649 193
1 15.0 0.02786862 207
1 16.0 0.029714966000000002 221
1 17.0 0.040458195 235
1 18.0 0.031084389 249
1 19.0 0.029676525000000002 263
1 20.0 0.036404309 277
1 21.0 0.035233055 291
1 22.0 0.034360348 305
1 23.0 0.034979805 319
1 24.0 0.035091537 333
1 25.0 0.029945668 347
1 26.0 0.02801429 361
1 27.0 0.029484378000000002 375
1 28.0 0.029906452000000004 389
1 29.0 0.028210373 403
1 30.0 0.030925149000000002 417
1 31.0 0.07712861800000001 431
1 32.0 0.028354533 445
1 33.0 0.025702318000000002 459
1 34.0 0.025661484000000002 473
1 35.0 0.026587317000000003 487
1 36.0 0.073390252 501
1 37.0 0.07150941100000001 515
1 38.0 0.047552778000000004 529
1 39.0 0.045996406000000004 543
1 40.0 0.023635541000000003 557
1 41.0 0.025122438 571
1 42.0 0.024993265 585
1 43.0 0.024135218 599
1 44.0 0.018641588 613
1 45.0 0.022078636000000002 627
1 46.0 0.022593109 641
1 47.0 0.018496545 655
1 48.0 0.032784367 669
1 49.0 0.019377772 683
1 50.0 0.031474143 697


"k=4"
1 1.0 0.001220188 10
1 2.0 0.0019728470000000002 34
1 3.0 0.0044122630000000005 85
1 4.0 0.010357629 146
1 5.0 0.011707385 200
1 6.0 0.015529020000000001 254
1 7.0 0.017740921 308
1 8.0 0.025432812000000003 362
1 9.0 0.027279775000000003 416
1 10.0 0.027493569000000002 470
1 11.0 0.042214135 524
1 12.0 0.027097869 578
1 13.0 0.022748591000000002 632
1 14.0 0.024547531 686
1 15.0 0.027865847000000003 740
1 16.0 0.022636506 794
1 17.0 0.024046892 848
1 18.0 0.036116391000000005 902
1 19.0 0.034657628 956
1 20.0 0.024523877000000003 1010
1 21.0 0.02611577 1064
1 22.0 0.027200551000000003 1118
1 23.0 0.031115355 1172
1 24.0 0.02864016 1226
1 25.0 0.029956781000000002 1280
1 26.0 0.089780312 1334
1 27.0 0.039190473 1388
1 28.0 0.037603065000000005 1442
1 29.0 0.058136399000000005 1496
1 30.0 0.034007218 1550
1 31.0 0.034882943 1604
1 32.0 0.035958959000000006 1658
1 33.0 0.036908359 1712
1 34.0 0.04062376 1766
1 35.0 0.041187760000000004 1820
1 36.0 0.042223922000000004 1874
1 37.0 0.041297364 1928
1 38.0 0.044337955000000005 1982
1 39.0 0.05383579300000001 2036
1 40.0 0.051850048 2090
1 41.0 0.043586273 2144
1 42.0 0.053638342000000006 2198
1 43.0 0.047949626 2252
1 44.0 0.047147602000000004 2306
1 45.0 0.047259238 2360
1 46.0 0.048916093 2414
1 47.0 0.050176946 2468
1 48.0 0.05089436000000001 2522
1 49.0 0.052399941000000005 2576
1 50.0 0.05293338 2630


"k=6"
1 1.0 0.0012189660000000001 10
1 2.0 0.0012036520000000002 34
1 3.0 0.0019564870000000002 85
1 4.0 0.004532995000000001 187
1 5.0 0.026131494 388
1 6.0 0.051241145 621
1 7.0 0.054890247 823
1 8.0 0.06114452100000001 1025
1 9.0 0.10273855000000001 1227
1 10.0 0.085724836 1429
1 11.0 0.10042382100000001 1631
1 12.0 0.128699946 1833
1 13.0 0.12249515500000001 2035
1 14.0 0.131712629 2237
1 15.0 0.14445116100000002 2439
1 16.0 0.15813289600000002 2641
1 17.0 0.16566618100000002 2843
1 18.0 0.211718821 3045
1 19.0 0.193102711 3247
1 20.0 0.20713531500000001 3449
1 21.0 0.22024443900000001 3651
1 22.0 0.232703546 3853
1 23.0 0.282831737 4055
1 24.0 0.255852312 4257
1 25.0 0.26956670800000004 4459
1 26.0 0.283622981 4661
1 27.0 0.364259465 4863
1 28.0 0.324523006 5065
1 29.0 0.315772537 5267
1 30.0 0.337280595 5469
1 31.0 0.377053362 5671
1 32.0 0.363338066 5873
1 33.0 0.378228671 6075
1 34.0 0.395579377 6277
1 35.0 0.399719296 6479
1 36.0 0.413868031 6681
1 37.0 0.429098268 6883
1 38.0 0.436494761 7085
1 39.0 0.44755594200000004 7287
1 40.0 0.462105564 7489
1 41.0 0.47275314300000004 7691
1 42.0 0.49655236900000005 7893
1 43.0 0.503543489 8095
1 44.0 0.5092750030000001 8297
1 45.0 0.537715696 8499
1 46.0 0.539589365 8701
1 47.0 0.56989963 8903
1 48.0 0.5739336500000001 9105
1 49.0 0.6869115060000001 9307
1 50.0 0.590326729 9509


"k=8"
1 1.0 8.3076E-4 10
1 2.0 8.546440000000001E-4 34
1 3.0 0.0016190030000000002 85
1 4.0 0.003948526 187
1 5.0 0.012506581000000001 388
1 6.0 0.044146314000000006 784
1 7.0 0.164296889 1567
1 8.0 0.395186181 2476
1 9.0 0.581382594 3258
1 10.0 0.73864536 4040
1 11.0 0.8987252720000001 4822
1 12.0 1.083839182 5604
1 13.0 1.26300243 6386
1 14.0 1.455747448 7168
1 15.0 1.6817551700000002 7950
1 16.0 1.840341285 8732
1 17.0 1.9906457110000002 9514
1 18.0 2.158538649 10296
1 19.0 2.3210950550000002 11078
1 20.0 2.534662457 11860
1 21.0 2.76135243 12642
1 22.0 2.889645041 13424
1 23.0 3.0456188130000004 14206
1 24.0 3.2275293900000004 14988
1 25.0 3.394162408 15770
1 26.0 3.578331463 16552
1 27.0 3.7833094320000002 17334
1 28.0 3.9092834250000004 18116
